Date,Open,High,Low,Close,Adj Close,Volume
2019-10-03,53.119999,53.860001,51.810001,52.830002,52.081448,14346800
2019-10-04,52.849998,53.959999,52.680000,53.810001,53.047562,6620900
2019-10-07,53.750000,54.110001,53.240002,53.360001,52.603939,8659800
2019-10-08,53.020000,54.099998,52.889999,53.200001,52.446205,8039400
2019-10-09,54.009998,54.400002,53.590000,53.919998,53.156002,7615300
2019-10-10,51.950001,53.259998,51.070000,53.099998,52.347618,22703500
2019-10-11,53.500000,53.770000,52.639999,52.950001,52.199745,10935000
2019-10-14,52.049999,53.200001,51.970001,52.990002,52.239182,6631900
2019-10-15,53.209999,53.990002,53.009998,53.639999,52.879971,8413300
2019-10-16,53.750000,54.130001,53.070000,53.169998,52.416626,5532800
2019-10-17,53.520000,53.759998,53.250000,53.369999,52.613796,4402000
2019-10-18,53.189999,53.990002,53.180000,53.830002,53.067280,6966400
2019-10-21,54.189999,54.980000,54.099998,54.580002,53.806656,6699600
2019-10-22,54.689999,54.959999,54.060001,54.650002,53.875660,5646900
2019-10-23,54.049999,54.240002,53.599998,53.810001,53.441158,4876100
2019-10-24,54.299999,54.660000,53.480000,53.790001,53.421295,4825300
2019-10-25,53.610001,54.740002,53.599998,54.599998,54.225742,4412800
2019-10-28,54.720001,55.330002,54.720001,55.169998,54.791832,3966400
2019-10-29,55.139999,55.869999,55.110001,55.380001,55.000397,4480100
2019-10-30,55.360001,55.410000,54.810001,55.320000,54.940807,3813800
2019-10-31,55.020000,55.200001,54.410000,55.080002,54.702454,7024000
2019-11-01,55.549999,56.070000,55.230000,56.020000,55.636009,5389600
2019-11-04,56.750000,56.970001,56.419998,56.880001,56.490116,6164400
2019-11-05,57.279999,58.139999,57.049999,57.509998,57.115795,6915300
2019-11-06,57.500000,57.599998,57.040001,57.580002,57.185318,5120200
2019-11-07,57.919998,58.430000,57.580002,57.660000,57.264767,7754400
2019-11-08,57.480000,57.660000,57.029999,57.580002,57.185318,4821000
2019-11-11,57.259998,57.520000,57.090000,57.209999,56.817852,3811600
2019-11-12,57.590000,57.689999,57.040001,57.220001,56.827785,4424700
2019-11-13,56.740002,56.880001,56.299999,56.500000,56.112720,4110600
2019-11-14,56.270000,56.750000,56.070000,56.549999,56.162376,3763900
2019-11-15,56.889999,57.230000,56.820000,56.849998,56.460320,4350100
2019-11-18,56.779999,57.090000,56.490002,57.080002,56.688744,3788400
2019-11-19,57.349998,57.490002,56.700001,57.070000,56.678810,4704900
2019-11-20,56.799999,56.849998,55.279999,55.669998,55.288406,7383600
2019-11-21,55.740002,55.990002,55.259998,55.310001,54.930878,5021000
2019-11-22,55.570000,56.130001,55.119999,56.110001,55.725391,9648200
2019-11-25,56.389999,56.689999,55.689999,56.349998,55.963745,6822400
2019-11-26,56.320000,57.480000,56.250000,57.459999,57.066139,4888100
2019-11-27,57.529999,57.580002,56.680000,57.070000,56.678810,4062500
2019-11-29,57.150002,57.849998,57.009998,57.310001,56.917168,2653600
2019-12-02,57.250000,57.650002,56.720001,56.750000,56.361004,5628200
2019-12-03,55.889999,56.000000,54.540001,55.619999,55.238750,6871700
2019-12-04,55.950001,56.570000,55.759998,56.060001,55.675735,4760100
2019-12-05,56.389999,56.410000,55.700001,55.880001,55.496971,3899900
2019-12-06,56.439999,56.599998,56.119999,56.139999,55.755184,4568200
2019-12-09,55.990002,56.150002,55.650002,55.799999,55.417515,4057000
2019-12-10,55.799999,56.369999,55.430000,55.529999,55.149368,4871900
2019-12-11,55.400002,55.520000,54.950001,55.080002,54.702454,5544300
2019-12-12,55.910000,57.490002,55.610001,56.689999,56.301414,8868000
2019-12-13,56.790001,57.290001,56.430000,56.730000,56.341141,4440400
2019-12-16,57.169998,58.490002,57.150002,58.419998,58.019558,7460700
2019-12-17,58.419998,59.299999,58.330002,58.689999,58.287704,6663200
2019-12-18,59.490002,59.639999,58.450001,58.580002,58.178463,5026900
2019-12-19,58.619999,59.240002,58.419998,59.139999,58.734623,4455700
2019-12-20,59.549999,59.580002,58.919998,58.970001,58.565788,6025700
2019-12-23,59.169998,59.919998,59.029999,59.439999,59.032566,3648100
2019-12-24,59.660000,59.720001,59.160000,59.389999,58.982910,1076000
2019-12-26,59.480000,59.720001,59.259998,59.560001,59.151745,2464400
2019-12-27,59.630001,59.650002,58.790001,59.080002,58.675037,3538600
2019-12-30,59.250000,59.299999,58.240002,58.660000,58.257912,3779300
2019-12-31,58.490002,58.730000,58.340000,58.480000,58.079147,2917300
2020-01-02,58.930000,59.389999,58.450001,59.040001,58.635307,4459200
2020-01-03,57.500000,58.119999,56.910000,58.060001,57.662025,9078100
2020-01-06,56.990002,57.759998,56.660000,57.660000,57.264767,5504300
2020-01-07,57.910000,58.070000,57.470001,57.610001,57.215111,5563000
2020-01-08,57.750000,59.400002,57.730000,58.849998,58.446609,8519000
2020-01-09,59.259998,59.470001,58.580002,58.959999,58.555855,5336700
2020-01-10,59.250000,59.490002,58.619999,59.240002,58.833939,8279700
2020-01-13,59.029999,59.700001,59.029999,59.490002,59.082226,8414200
2020-01-14,62.040001,62.250000,60.860001,61.450001,61.028790,16454100
2020-01-15,61.540001,61.939999,61.029999,61.619999,61.197624,7953400
2020-01-16,62.060001,62.480000,61.630001,61.880001,61.455841,4950300
2020-01-17,62.130001,62.480000,61.869999,62.029999,61.604813,5770000
2020-01-21,61.250000,61.610001,58.430000,60.340000,59.926399,16592000
2020-01-22,60.630001,60.720001,59.560001,59.639999,59.231194,7096400
2020-01-23,59.189999,60.380001,58.189999,60.270000,59.856876,7774500
2020-01-24,60.099998,60.209999,57.840000,58.810001,58.406887,10989500
2020-01-27,56.490002,57.180000,55.619999,56.830002,56.440460,13090200
2020-01-28,57.549999,57.970001,56.750000,57.480000,57.086002,6343700
2020-01-29,57.639999,57.799999,56.570000,56.650002,56.261692,5662000
2020-01-30,55.650002,57.180000,55.650002,57.099998,56.708603,5980700
2020-01-31,56.700001,57.080002,55.430000,55.740002,55.357929,9320800
2020-02-03,56.200001,57.250000,56.000000,56.040001,55.655872,7499000
2020-02-04,57.200001,58.400002,57.150002,57.930000,57.532917,6880800
2020-02-05,58.970001,59.299999,58.599998,58.889999,58.486336,6067000
2020-02-06,59.799999,60.029999,58.020000,58.180000,57.781204,5210200
2020-02-07,57.959999,58.250000,57.520000,57.919998,57.522984,3836800
2020-02-10,57.540001,58.119999,57.430000,57.709999,57.314423,4541100
2020-02-11,58.099998,59.099998,57.970001,58.660000,58.257912,4566500
2020-02-12,59.290001,59.919998,59.180000,59.470001,59.062363,5227500
2020-02-13,58.750000,59.209999,58.349998,59.130001,58.724693,4353100
2020-02-14,59.240002,59.470001,58.580002,58.900002,58.496269,3810100
2020-02-18,58.869999,59.470001,58.410000,58.720001,58.317501,5690600
2020-02-19,58.490002,58.580002,58.029999,58.509998,58.509998,4399900
2020-02-20,58.200001,58.990002,58.119999,58.380001,58.380001,5239400
2020-02-21,57.959999,58.020000,56.869999,57.869999,57.869999,6295600
2020-02-24,54.830002,55.380001,53.340000,54.230000,54.230000,17983100
2020-02-25,54.540001,54.709999,50.750000,50.889999,50.889999,15836500
2020-02-26,51.439999,51.770000,49.000000,49.590000,49.590000,15985900
2020-02-27,46.720001,50.980000,45.029999,48.189999,48.189999,21949100
2020-02-28,46.020000,47.790001,45.139999,46.130001,46.130001,19861000
2020-03-02,46.220001,47.250000,44.330002,47.160000,47.160000,20098700
2020-03-03,49.810001,49.970001,46.040001,46.180000,46.180000,26344100
2020-03-04,47.500000,48.639999,46.020000,48.500000,48.500000,20381800
2020-03-05,46.500000,46.570000,44.419998,45.009998,45.009998,22918800
2020-03-06,43.470001,46.930000,42.869999,45.889999,45.889999,25809300
2020-03-09,43.040001,45.009998,42.430000,43.520000,43.520000,25784700
2020-03-10,45.570000,45.880001,41.459999,45.470001,45.470001,28693300
2020-03-11,44.000000,44.340000,41.730000,42.669998,42.669998,23542000
2020-03-12,37.470001,38.779999,33.459999,33.709999,33.709999,36331900
2020-03-13,38.540001,38.740002,34.790001,38.360001,38.360001,33052500
2020-03-16,32.799999,38.080002,31.230000,35.810001,35.810001,35535400
2020-03-17,36.230000,37.189999,30.600000,31.740000,31.740000,33097500
2020-03-18,29.790001,29.790001,19.100000,23.490000,23.490000,64242500
2020-03-19,23.360001,24.150000,20.000000,21.510000,21.510000,44623400
2020-03-20,23.170000,26.850000,21.260000,21.350000,21.350000,54946300
